TOKEN_ID,TOKEN_NAME,Hat,Ear,Hair,Beard,Clothes,Skin,Background,Eyes,Mouth,Cheek,Face
5394,BUTTHEAD #5394,Beanie Red,,Jude,Scruff Black,Gym Tank Top,White,Beige,,,,
5395,BUTTHEAD #5395,Mesh Cap Buttheads,,Pompadour Blue,Gentlemen Mustache Brown,Joker,Light,Magenta,,,,
5396,BUTTHEAD #5396,Prison,Feather,Average Brown,,Dressing Gown,Dark Brown,Sand,Matrix,,,
5397,BUTTHEAD #5397,,,Mob-Top,,Western Cowboy Jacket,Brown,Sand,3D,,,
5398,BUTTHEAD #5398,,Earring,Fringe,,Striped Red T-Shirt,White,Sand,,Cigar,,
5399,BUTTHEAD #5399,Bandana Pirate,,Curly Brown,Mustache Blonde,Leather Jacket,Brown,Pastel Green,,,,
5400,BUTTHEAD #5400,Snapback Red,,Bowl Brown,Mustache Brown,Jeans Jacket,Brown,Gradient,Broken,,,
5401,BUTTHEAD #5401,Beanie Black,,Undercut Blue,,Suit,Light with tattoos,Grey,,Bubble Gum,,
5402,BUTTHEAD #5402,,,Mullet Brown,Gentlemen Mustache Blonde,Shirt and Sweater,Brown,Peach,,,,
5403,BUTTHEAD #5403,Hat Beige,,Long Brown,Scruff Brown,Dressing Gown,White with tattoos,Cyan,,,,
5404,BUTTHEAD #5404,Headband Sport,,Mullet Blonde,Scruff Brown,Bullseye Shirt,Light with tattoos,Gradient,Speed,Bubble Gum,,
5405,BUTTHEAD #5405,,Feather,Afro,Full Brown,Leather Jacket,Light,Gradient,,,,
5406,BUTTHEAD #5406,Bandana Black,,20s,,Pimp Coat Zebra,White with tattoos,Grey,,,,
5407,BUTTHEAD #5407,,,Mullet Brown,Mustache Brown,Jeans Jacket,Brown,Peach,,,,
5408,BUTTHEAD #5408,Crown,,Undercut Blonde,Scruff Brown,Dude,Dark Brown,Cyan,Hippie,,,
5409,BUTTHEAD #5409,Party,,Emo Black,,Space Suit,Brown,Beige,Black Sunglasses ,,,
5410,BUTTHEAD #5410,Cowboy Hat Brown,,Sissy Brown,Three-Day Brown,Striped Red T-Shirt,Dark Brown,Beige,Monocle,,,
5411,BUTTHEAD #5411,Snapback Mesh,,Fringe,,Caveman,Porcelain,Beige,,Bubble Gum,,
5412,BUTTHEAD #5412,,Feather,Afro Pink,,Biker Vest,Light,Cyan,X-Ray,Corn Straw,,
5413,BUTTHEAD #5413,Commie Hat,,Fringe,Full Blonde,Dungarees ,Light with tattoos,Beige,Las Vegas,,,
5414,BUTTHEAD #5414,,Triple Earring,Punk Red,Three-Day Blonde,Dungarees ,Light,Gradient,,,,
5415,BUTTHEAD #5415,Hat Black,,Suave ,,Caveman,Light,Sand,Steam Punk,,,
5416,BUTTHEAD #5416,Hat Beige,,Fringe,,Hawaii Shirt Green,Brown,Pastel Green,Black Sunglasses ,,,
5417,BUTTHEAD #5417,Pizza,,Half Bald,Three-Day Black,Ice Hockey,Light,Green,Lolita,Toothpick,,
5418,BUTTHEAD #5418,Turban,Headphones,Bowl Brown,,Lumberjack,Dark Brown with tattoos,Sand,,,,
5419,BUTTHEAD #5419,Mesh Cap Buttheads,,Undercut Blue,,Lumberjack,Light with tattoos,Green,Steam Punk,Cigar,Scar,
5420,BUTTHEAD #5420,,Earring,Emo Dark Blonde,Scruff Blonde,Lumberjack,Brown,Peach,,,,
5421,BUTTHEAD #5421,Bear,,Very Short,,Fleece Jacket,White with tattoos,Pastel Green,,,,
5422,BUTTHEAD #5422,FEZ,,Mullet Blonde,Mustache Blonde,Worn Out,Light,Gradient,,,,
5423,BUTTHEAD #5423,Cowboy Hat Black,,Crop,Three-Day Brown,Caveman,Dark Brown,Gradient,,,,
5424,BUTTHEAD #5424,,,Sissy Dark Blonde,,Space Shirt,White,Magenta,Star,,Blush,
5425,BUTTHEAD #5425,Visor Green,,Undercut Blue,,Prison Shirt,Brown,Pastel Green,,,,
5426,BUTTHEAD #5426,Charlie Chaplin,Triple Earring,Undercut Blonde,,Striped Red T-Shirt,Brown,Grey,Joke,,,
5427,BUTTHEAD #5427,Snapback Red,Earring,Short,Three-Day Brown,Fight Club,Dark Brown with tattoos,Cyan,,,,
5428,BUTTHEAD #5428,,Feather,Curly Brown,Three-Day Black,Denim Jacket Sheep,White,Sand,,,,
5429,BUTTHEAD #5429,,,Suave ,Gentlemen Mustache Blonde,Marty,Light,Beige,Googly Eyes,,,
5430,BUTTHEAD #5430,Bear,Headphones,Classic Side Part,,Clown,Dark Brown with tattoos,Sand,Speed,,,
5431,BUTTHEAD #5431,,,Long Blonde,Gentlemen Mustache Brown,Ripped Shirt,White,Peach,,,,
5432,BUTTHEAD #5432,,,Afro Pink,Scruff Black,Western Cowboy Jacket,Dark Brown,Pastel Green,Pineapple,,,
5433,BUTTHEAD #5433,Beanie Black,Triple Earring,Curly Brown,,Joker,Light,Peach,,Corn Straw,,
5434,BUTTHEAD #5434,,,Pompadour Blonde,,Shirt and Sweater,Light,Grey,Broken,,,
5435,BUTTHEAD #5435,,,Afro,Scruff Brown,Jeans Jacket,Brown,Sand,,,,
5436,BUTTHEAD #5436,,Safety Pin,Pompadour Blue,,Worn Out,Light with tattoos,Sand,3D,,,
5437,BUTTHEAD #5437,,Headphones,Punk Red,Mustache Pink,Beige Shirt,White with tattoos,Grey,Star,,,
5438,BUTTHEAD #5438,,,Crop,Scruff Black,Bullseye Shirt,White,Green,Matrix,,,
5439,BUTTHEAD #5439,Mesh Cap Buttheads,,Jude,Mustache Blonde,Biker Vest,Dark Brown,Grey,Spring,Toothpick,,
5440,BUTTHEAD #5440,Crown,,Emo Black,,Space Shirt,White,Peach,,Toothpick,,
5441,BUTTHEAD #5441,Sailor,,Undercut Blue,,Flamingo,Light,Green,Joke,,,
5442,BUTTHEAD #5442,Party,Feather,,,Shirt and Sweater,Dark Brown,Green,,,,
5443,BUTTHEAD #5443,,Diamond,Long Brown,,Fleece Jacket,Dark Brown,Gradient,,,,
5444,BUTTHEAD #5444,Chatham Fedora,,Long Blonde,,T-Shirt with Suspenders,Brown,Pastel Green,,,,
5445,BUTTHEAD #5445,Prison,Diamond,Nick Bowl Brown,Gentlemen Mustache Blonde,Striped Blue T-Shirt,Light,Pastel Green,,,,
5446,BUTTHEAD #5446,Charlie Chaplin,Headphones,Bowl Colorful,Gentlemen Mustache Blonde,Space Shirt,Dark Brown with tattoos,Gradient,Buttons,,,
5447,BUTTHEAD #5447,Prison,,Short,,Dungarees ,White,Grey,Matrix,,Scar,
5448,BUTTHEAD #5448,,Earring,Short,,Striped Red T-Shirt,Brown,Grey,Burglar,Bubble Gum,,
5449,BUTTHEAD #5449,Beer,,Slicked Back,Gentlemen Mustache Blonde,Puffer Jacket,Light,Cyan,Googly Eyes,,,
5450,BUTTHEAD #5450,,,Jude,,Fleece Jacket,Light with tattoos,Cyan,Steam Punk,Cigarette,,
5451,BUTTHEAD #5451,,,Average Blonde,Three-Day Brown,Shirt and Sweater,White,Gradient,Monocle,,,
5452,BUTTHEAD #5452,Prison,,Bowl Colorful,,Striped Red T-Shirt,Dark Brown,Green,Hippie,Corn Straw,,
5453,BUTTHEAD #5453,Cowboy Hat Black,,Emo Dark Blonde,Mustache Brown,Dressing Gown,White,Magenta,Steam Punk,,,
5454,BUTTHEAD #5454,Hat Black,,Sissy Dark Blonde,Gentlemen Mustache Brown,Dressing Gown,Light,Magenta,Burglar,,,
5455,BUTTHEAD #5455,Charlie Chaplin,,Bowl Colorful,Mustache Pink,Prison Shirt,Light with tattoos,Gradient,,,,
5456,BUTTHEAD #5456,,,Short,,American Football,Porcelain,Grey,Googly Eyes,,,
5457,BUTTHEAD #5457,,Earring,Surfer Curly,Scruff Brown,Polo Shirt,White,Peach,Hippie,,,
5458,BUTTHEAD #5458,,,Sissy Dark Blonde,,T-Shirt French Blue,Brown with tattoos,Grey,Hippie,Toothpick,,
5459,BUTTHEAD #5459,,,Afro Pink,Three-Day Blonde,Striped Blue T-Shirt,Brown,Grey,,,Scar,
5460,BUTTHEAD #5460,Snapback Mesh,,Dreads Brown,,T-Shirt Lilac,White,Sand,Speed,,,
5461,BUTTHEAD #5461,Pizza,Headphones,Undercut Pink,Full Grey,T-Shirt Marigold,Light,Green,Spring,,,
5462,BUTTHEAD #5462,Bucket Hat Orange,Diamond,Long Brown,,Tracksuit,White,Peach,,,,
5463,BUTTHEAD #5463,Paper Crown,,Average Brown,,Flamingo,White,Gradient,,,,
5464,BUTTHEAD #5464,Commie Hat,Feather,Emo Dark Blonde,Gentlemen Mustache Blonde,Space Suit,Dark Brown,Gradient,Hippie,Cigarette,,
5465,BUTTHEAD #5465,,,Classic Side Part,,Polo Shirt,White,Cyan,,,,
5466,BUTTHEAD #5466,,,Jude,Full Brown,Hawaii Shirt Green,Dark Brown with tattoos,Magenta,,,,
5467,BUTTHEAD #5467,Bandana Pirate,,Bowl Colorful,,Prison Shirt,Gold,Beige,,,,
5468,BUTTHEAD #5468,Flower Crown,Feather,,,Ice Hockey,Dark Brown,Grey,Buttons,,,
5469,BUTTHEAD #5469,Top Hat,Diamond,Shoulder Long Orange,,Punk Leather Jacket,Dark Brown with tattoos,Peach,,Cigarette,,
5470,BUTTHEAD #5470,Visor Red,Safety Pin,Jude,Mustache Pink,,Brown,Gradient,Googly Eyes,Corn Straw,,
5471,BUTTHEAD #5471,Beanie Red,Feather,,,Dude,Dark Brown,Gradient,Black Sunglasses ,Cigarette,,
5472,BUTTHEAD #5472,,,Slicked Back,Scruff Black,Shirt Dark,White,Sand,Ski,,,
5473,BUTTHEAD #5473,,,Brain,Full Blonde,Worn Out,Dark Brown with tattoos,Pastel Green,,,,
5474,BUTTHEAD #5474,,Feather,Punk Green,,Caveman,White,Gradient,Monocle,,,
5475,BUTTHEAD #5475,Crown,,Pompadour Blonde,Mustache Brown,Puffer Jacket,Dark Brown,Green,,,,
5476,BUTTHEAD #5476,Top Hat,Earring,Emo Dark Blonde,Gentlemen Mustache Brown,Dungarees ,White,Sand,,Straw,,
5477,BUTTHEAD #5477,,,Surfer Curly,,T-Shirt Lilac,Light with tattoos,Gradient,,,,
5478,BUTTHEAD #5478,Pizza,,Average Brown,Scruff Blonde,T-Shirt French Blue,Brown,Magenta,Kiss,Straw,,
5479,BUTTHEAD #5479,Flat Cap Black,,Undercut Pink,,Suit,Dark Brown with tattoos,Sand,Broken,Cigar,,
5480,BUTTHEAD #5480,Pizza,Headphones,20s,,Fcuk Tank Top,Brown,Beige,,Rainbow,,
5481,BUTTHEAD #5481,Snapback Mesh,,Sissy Brown,Full Blonde,College Sweater,Light with tattoos,Cyan,,,,
5482,BUTTHEAD #5482,FEZ,,,,T-Shirt Marigold,Light,Sand,Monocle,Straw,,
5483,BUTTHEAD #5483,Hermes,Earring,Slicked Back,Full Grey,T-Shirt Inkwell,White,Gradient,,,,
5484,BUTTHEAD #5484,Beret,,Average Blonde,Three-Day Black,Space Shirt,Slime,Gradient,,,,
5485,BUTTHEAD #5485,,Diamond,Pompadour Blue,,T-Shirt French Blue,Dark Brown,Grey,Insect,,,
5486,BUTTHEAD #5486,,,Very Short,Gentlemen Mustache Brown,Gentlemen,Infrared,Beige,Speed,,,
5487,BUTTHEAD #5487,Bear,,Nick Bowl Brown,Mustache Pink,Polo Shirt,White,Beige,Las Vegas,,,
5488,BUTTHEAD #5488,FEZ,,Fringe,,Biker Vest,White,Pastel Green,,Cigarette,,
5489,BUTTHEAD #5489,Beanie Green,,Mullet Blonde,Gentlemen Mustache Blonde,Bomber Jacket,White with tattoos,Green,,,,
5490,BUTTHEAD #5490,Beanie Black,,Very Short,Three-Day Black,American Football,White,Green,,,,
5491,BUTTHEAD #5491,,Earring,Mob-Top,Mustache Brown,Bullseye Shirt,Dark Brown,Pastel Green,Speed,,,
5492,BUTTHEAD #5492,,,Slicked Back,Full Brown,Ripped Shirt,Dark Brown with tattoos,Sand,X-Ray,,,
5493,BUTTHEAD #5493,Safety Helmet,,Suave ,Scruff Brown,Bullseye Shirt,Brown,Cyan,,,,
5494,BUTTHEAD #5494,,,Very Short,Three-Day Black,Gigolo Outfit,Light,Beige,,Straw,,
5495,BUTTHEAD #5495,Beer,,Curly Brown,,Striped Blue T-Shirt,White with tattoos,Green,,,,
5496,BUTTHEAD #5496,,Diamond,Fringe,,Gigolo Outfit,Dark Brown,Peach,,Cigar,,
5497,BUTTHEAD #5497,,Headphones,Curly Brown,,Fleece Jacket,Brown,Beige,,Cigar,,
5498,BUTTHEAD #5498,,,Punk Green,Three-Day Blonde,T-Shirt Marigold,White,Peach,Kiss,,,
5499,BUTTHEAD #5499,Halo,,Very Short,,Leather Jacket,Brown,Green,Steam Punk,Cigar,,
5500,BUTTHEAD #5500,Ranger Hat,,Curly Blonde,Mustache Blonde,T-Shirt with Suspenders,Dark Brown with tattoos,Cyan,,,,
5501,BUTTHEAD #5501,Beanie Black,Safety Pin,Curly Blonde,Mustache Pink,Clown,Brown,Cyan,Las Vegas,,,
5502,BUTTHEAD #5502,McButtheads,,Fringe,,Jeans Jacket,White,Pastel Green,Hippie,Cigar,,
5503,BUTTHEAD #5503,,,Shoulder Long Orange,,Dressing Gown,Light,Pastel Green,,,,
5504,BUTTHEAD #5504,,,Undercut Pink,,Pimp Coat Zebra,Infrared,Beige,,,,
5505,BUTTHEAD #5505,,Feather,Curly Blonde,Mustache Brown,Fleece Jacket,White,Magenta,,,,
5506,BUTTHEAD #5506,Hermes,Feather,Mullet Brown,,Gigolo Outfit,Light with tattoos,Grey,Steam Punk,Cigar,,
5507,BUTTHEAD #5507,,,Short,,Puffer Jacket,Dark Brown with tattoos,Peach,,Corn Straw,,
5508,BUTTHEAD #5508,,,Punk Red,Scruff Black,Flamingo,White,Grey,Broken,,,
5509,BUTTHEAD #5509,,,Nick Bowl Colorful,,Biker Vest,Brown,Green,,,,
5510,BUTTHEAD #5510,,Diamond,Crop,,Leather Jacket,White,Beige,Insect,,,
5511,BUTTHEAD #5511,Mesh Cap Fish,,Pompadour Blonde,,American Football,Dark Brown,Gradient,X-Ray,,,
5512,BUTTHEAD #5512,Visor Red,,Nick Bowl Colorful,,Jeans Jacket,White,Beige,Steam Punk,,,
5513,BUTTHEAD #5513,,Headphones,Surfer Curly,Scruff Blonde,,Brown,Grey,Joke,,,
5514,BUTTHEAD #5514,,Earring,Long Brown,,Striped Blue T-Shirt,Light,Sand,,,,
5515,BUTTHEAD #5515,,,Average Blonde,Full Grey,Striped Red T-Shirt,Brown with tattoos,Grey,,Corn Straw,,
5516,BUTTHEAD #5516,,,Sissy Brown,Scruff Blonde,College Sweater,Brown with tattoos,Pastel Green,,,,
5517,BUTTHEAD #5517,Safety Helmet,,Average Brown,Three-Day Brown,Biker Vest,White with tattoos,Pastel Green,Spring,,,
5518,BUTTHEAD #5518,Mesh Cap Fish,,Long Blonde,Three-Day Black,Leather Jacket,Dark Brown,Green,,Toothpick,,
5519,BUTTHEAD #5519,Pizza,,Jude,,Space Shirt,Light,Cyan,Insect,,,
5520,BUTTHEAD #5520,,,Sissy Dark Blonde,,Denim Jacket Sheep,Light,Gradient,,,,
5521,BUTTHEAD #5521,,Triple Earring,Surfer Curly,,Striped Blue T-Shirt,White,Peach,Broken,Cigar,,
5522,BUTTHEAD #5522,,,Average Brown,Gentlemen Mustache Blonde,Bullseye Shirt,Brown,Magenta,,Toothpick,,
5523,BUTTHEAD #5523,Beanie Black,,,,Pimp Coat Multicolor Purple,White with tattoos,Beige,Leon,Corn Straw,,
5524,BUTTHEAD #5524,Chatham Fedora,,Mob-Top,,Suit,Porcelain,Magenta,Kiss,Bubble Gum,,
5525,BUTTHEAD #5525,Police,,Mob-Top,,Lumberjack,Brown,Magenta,,Bubble Gum,,
5526,BUTTHEAD #5526,FVCK Cap,,Long Blonde,,Biker Vest,Brown,Sand,,Straw,,
5527,BUTTHEAD #5527,Flat Cap Clown,Diamond,Nick Bowl Colorful,,Prison Shirt,Dark Brown,Grey,Las Vegas,,,
5528,BUTTHEAD #5528,,,Afro Pink,Full Brown,Gym Tank Top,Dark Brown with tattoos,Sand,,,,
5529,BUTTHEAD #5529,Beret,,Mob-Top,Mustache Blonde,Fight Club,Light,Gradient,,,,
5530,BUTTHEAD #5530,Beanie Green,,Nick Bowl Brown,Gentlemen Mustache Blonde,Worn Out,White with tattoos,Magenta,Burglar,,,
5531,BUTTHEAD #5531,,,Undercut Blonde,Three-Day Brown,Hawaii Shirt Red,Brown with tattoos,Cyan,,,,
5532,BUTTHEAD #5532,FEZ,Safety Pin,Emo Black,,Punk Leather Jacket,Brown with tattoos,Pastel Green,Star,,Blush,
5533,BUTTHEAD #5533,,,Afro Pink,Three-Day Brown,College Sweater,White with tattoos,Gradient,,,,
5534,BUTTHEAD #5534,Commie Hat,,Mullet Blonde,,Shirt Dark,Dark Brown,Magenta,Lolita,Rainbow,,
5535,BUTTHEAD #5535,Safety Helmet,,Bowl Brown,Three-Day Brown,Gentlemen,White,Peach,,,,
5536,BUTTHEAD #5536,,,Bowl Colorful,,Bullseye Shirt,Dark Brown,Peach,,,,
5537,BUTTHEAD #5537,Hat Black,Diamond,Short,Three-Day Black,Gentlemen,Light,Grey,Insect,Bubble Gum,,
5538,BUTTHEAD #5538,Hat Black,Earring,,Full Grey,Striped Blue T-Shirt,Light,Beige,Googly Eyes,Corn Straw,,
5539,BUTTHEAD #5539,Flower Crown,Headphones,Surfer Curly,,Gigolo Outfit,Light,Pastel Green,Lolita,,,
5540,BUTTHEAD #5540,Beanie Green,Earring,Long Blonde,Gentlemen Mustache Brown,Party Tank Top,Dark Brown with tattoos,Grey,,,,
5541,BUTTHEAD #5541,,,Punk Green,,Punk Leather Jacket,Brown,Sand,,Bubble Gum,,
5542,BUTTHEAD #5542,FEZ,Feather,Dreads Colorful,Mustache Brown,T-Shirt with Suspenders,Light with tattoos,Magenta,3D,,,
5543,BUTTHEAD #5543,,,Sissy Brown,,College Sweater,White with tattoos,Beige,Sweets,,,
5544,BUTTHEAD #5544,Pizza,Headphones,Undercut Pink,Three-Day Blonde,Bomber Jacket,Dark Brown,Grey,,,,
5545,BUTTHEAD #5545,Charlie Chaplin,,,,Shirt and Sweater,Brown,Gradient,,Bubble Gum,,
5546,BUTTHEAD #5546,,,Dreads Brown,,Sleeveless Sweater,Dark Brown,Beige,Monocle,Straw,,
5547,BUTTHEAD #5547,,Earring,Punk Red,,Striped Blue T-Shirt,Light with tattoos,Green,,,,Smiley
5548,BUTTHEAD #5548,Snapback Red,,Emo Dark Blonde,,T-Shirt French Blue,Light,Beige,Speed,,,
5549,BUTTHEAD #5549,Mesh Cap Fish,,Slicked Back,Mustache Brown,Space Suit,Dark Brown,Green,,,,
5550,BUTTHEAD #5550,,Safety Pin,Classic Side Part,,Fleece Jacket,White with tattoos,Green,Pineapple,,,Smiley
5551,BUTTHEAD #5551,Beanie Green,Feather,Mullet Brown,,Puffer Jacket,White,Pastel Green,,,,
5552,BUTTHEAD #5552,Police,,Short,,Desert Jacket,Brown,Magenta,Las Vegas,,,
5553,BUTTHEAD #5553,,Triple Earring,Shoulder Long Orange,Full Grey,Leather Jacket,Dark Brown with tattoos,Cyan,Bike,,Blush,
5554,BUTTHEAD #5554,Pizza,,Long Blonde,Scruff Brown,Desert Jacket,White,Pastel Green,,Cigarette,,
5555,BUTTHEAD #5555,Bucket Hat Orange,,Dreads Colorful,,Puffer Jacket,White,Gradient,Black Sunglasses ,,,
5556,BUTTHEAD #5556,,Diamond,Afro,Scruff Brown,Sleeveless Sweater,Brown,Gradient,Broken,Cigarette,,
5557,BUTTHEAD #5557,Hat Beige,,Curly Brown,,Leather Jacket,White,Green,3D,,,
5558,BUTTHEAD #5558,,Diamond,Jude,,T-Shirt Lilac,Brown,Grey,Buttons,Straw,,
5559,BUTTHEAD #5559,Crown,Headphones,20s,,T-Shirt Lilac,Dark Brown with tattoos,Sand,X-Ray,,,
5560,BUTTHEAD #5560,Bandana Pirate,Headphones,Curly Blonde,,Turtleneck Sweater,Dark Brown with tattoos,Grey,Speed,,,
5561,BUTTHEAD #5561,,Headphones,Undercut Blonde,Scruff Brown,T-Shirt Marigold,White,Magenta,,,,
5562,BUTTHEAD #5562,Cowboy Hat Black,Diamond,Shoulder Long Colorful,,Sleeveless Sweater,Porcelain,Cyan,Broken,,,
5563,BUTTHEAD #5563,Mesh Cap Buttheads,,Dreads Brown,Mustache Brown,Ice Hockey,Brown,Gradient,,,,
5564,BUTTHEAD #5564,Charlie Chaplin,Headphones,Shoulder Long Colorful,,Turtleneck Sweater,Light,Beige,Lolita,,,
5565,BUTTHEAD #5565,Visor Red,,Mullet Brown,Scruff Blonde,T-Shirt French Blue,Dark Brown with tattoos,Peach,Insect,Bubble Gum,,
5566,BUTTHEAD #5566,Flat Cap Clown,Diamond,Fringe,,Worn Out,Dark Brown,Sand,,Corn Straw,,
5567,BUTTHEAD #5567,,,Clown,Three-Day Brown,Striped Blue T-Shirt,Brown,Pastel Green,,,,
5568,BUTTHEAD #5568,,,Curly Brown,Scruff Black,Puffer Jacket,White,Cyan,,,,
5569,BUTTHEAD #5569,,,Punk Red,Gentlemen Mustache Brown,Striped Red T-Shirt,Dark Brown with tattoos,Grey,Matrix,,,
5570,BUTTHEAD #5570,,,Mob-Top,Scruff Black,T-Shirt Lilac,White,Beige,Joke,,,
5571,BUTTHEAD #5571,Mesh Cap Buttheads,Safety Pin,Dreads Colorful,,Ice Hockey,Dark Brown,Grey,Spring,,,
5572,BUTTHEAD #5572,,,Punk Green,,Western Cowboy Jacket,Light,Gradient,Bike,,,
5573,BUTTHEAD #5573,,Earring,Half Bald,Full Brown,Joker,Light with tattoos,Grey,X-Ray,,,
5574,BUTTHEAD #5574,Beanie Red,,Long Blonde,,Striped Blue T-Shirt,Light,Beige,,,,
5575,BUTTHEAD #5575,,,Afro Pink,,Tank Top,Light with tattoos,Cyan,,,,
5576,BUTTHEAD #5576,,,Sissy Dark Blonde,,Desert Jacket,White,Peach,Lolita,,,
5577,BUTTHEAD #5577,,,Crop,,Punk Leather Jacket,Light,Green,Steam Punk,,,
5578,BUTTHEAD #5578,Police,,Pompadour Blonde,Mustache Pink,Dungarees ,Dark Brown,Sand,,,,
5579,BUTTHEAD #5579,McButtheads,,Sissy Brown,Scruff Blonde,Bomber Jacket,White,Gradient,Googly Eyes,Rainbow,,
5580,BUTTHEAD #5580,FEZ,,Shoulder Long Colorful,,Bomber Jacket,Dark Brown,Sand,Kiss,,,
5581,BUTTHEAD #5581,Paper Crown,Earring,Emo Dark Blonde,Mustache Brown,Fan Shirt,Light,Beige,Broken,,,
5582,BUTTHEAD #5582,,,Pompadour Blonde,Gentlemen Mustache Brown,Ripped Shirt,Brown,Cyan,3D,Straw,,
5583,BUTTHEAD #5583,,,Undercut Blue,,Suit,Brown,Green,Broken,,,
5584,BUTTHEAD #5584,Flower Crown,,Surfer Curly,,Shirt and Sweater,Light,Gradient,,,,
5585,BUTTHEAD #5585,Paper Crown,Safety Pin,Pompadour Blonde,Scruff Brown,Shirt and Sweater,White with tattoos,Beige,Lolita,Corn Straw,,
5586,BUTTHEAD #5586,,,Brain,Scruff Blonde,Fight Club,Light with tattoos,Gradient,,Rainbow,,
5587,BUTTHEAD #5587,Mesh Cap Fish,,Suave ,Three-Day Brown,Leather Jacket,Light,Grey,Hippie,,,
5588,BUTTHEAD #5588,Charlie Chaplin,,Short,Full Blonde,Pimp Coat Multicolor Pink,Light,Beige,Buttons,,,
5589,BUTTHEAD #5589,,Earring,Mullet Blonde,,Prison Shirt,Light,Green,,Corn Straw,,
5590,BUTTHEAD #5590,,,Average Brown,Full Blonde,American Football,White with tattoos,Peach,Matrix,,,
5591,BUTTHEAD #5591,Chatham Fedora,Safety Pin,Mob-Top,,Desert Jacket,Brown,Pastel Green,,,,
5592,BUTTHEAD #5592,Snapback Mesh,,Shoulder Long Colorful,Mustache Blonde,Caveman,White,Grey,Monocle,,,
5593,BUTTHEAD #5593,Top Hat,,Nick Bowl Brown,,T-Shirt Marigold,White,Beige,Ski,Bubble Gum,,
5594,BUTTHEAD #5594,Cowboy Hat Brown,Earring,Half Bald,,Tracksuit,White,Peach,,,,
5595,BUTTHEAD #5595,FEZ,,Dreads Brown,Scruff Black,T-Shirt Inkwell,Light,Sand,Burglar,,,
5596,BUTTHEAD #5596,,,Shoulder Long Orange,,Shirt and Sweater,Light,Beige,Kiss,,,
5597,BUTTHEAD #5597,,,Afro Pink,,Band Shirt,Light,Green,Spring,,,
5598,BUTTHEAD #5598,Bandana Black,Feather,Very Short,Three-Day Brown,Hoodie,Brown with tattoos,Grey,,,,
5599,BUTTHEAD #5599,,Triple Earring,Punk Green,Scruff Black,Fcuk Tank Top,Light,Sand,Joke,,,
5600,BUTTHEAD #5600,,,Average Brown,Scruff Brown,Sleeveless Sweater,Light,Grey,,,,
5601,BUTTHEAD #5601,,,Sissy Brown,,Turtleneck Sweater,Brown,Grey,Hippie,,,
5602,BUTTHEAD #5602,Hat Beige,,Classic Side Part,Three-Day Brown,Puffer Jacket,Brown,Gradient,Black Sunglasses ,,,
5603,BUTTHEAD #5603,Hat Black,,Emo Black,,T-Shirt Marigold,Dark Brown,Cyan,Sweets,,,
5604,BUTTHEAD #5604,Charlie Chaplin,,Crop,,American Football,Light,Magenta,Speed,,,
5605,BUTTHEAD #5605,Chatham Fedora,,Short,,Caveman,Brown,Cyan,Buttons,,,
5606,BUTTHEAD #5606,Cowboy Hat Brown,,Curly Blonde,,Dressing Gown,Brown with tattoos,Green,Leon,,,
5607,BUTTHEAD #5607,,,Short,Gentlemen Mustache Blonde,Beige Shirt,Brown,Green,Insect,,,
5608,BUTTHEAD #5608,,,Curly Blonde,,Band Shirt,Light with tattoos,Grey,,,,Smiley
5609,BUTTHEAD #5609,,,Afro Pink,Gentlemen Mustache Brown,Shirt Dark,Dark Brown,Magenta,X-Ray,,,
5610,BUTTHEAD #5610,Bandana Black,,Mob-Top,Full Brown,Striped Red T-Shirt,Brown,Peach,,,Scar,
5611,BUTTHEAD #5611,,,Pompadour Blonde,,Turtleneck Sweater,White,Magenta,3D,,,
5612,BUTTHEAD #5612,FVCK Cap,,Curly Blonde,Full Grey,Suit,White with tattoos,Magenta,Insect,,,
5613,BUTTHEAD #5613,,Earring,Afro,Mustache Blonde,Biker Vest,White,Cyan,Monocle,,,
5614,BUTTHEAD #5614,Flower Crown,,Pompadour Blonde,,Ripped Shirt,Dark Brown,Gradient,,Toothpick,,
5615,BUTTHEAD #5615,,Diamond,Clown,Mustache Blonde,Beige Shirt,Light,Beige,Lolita,Cigarette,,
5616,BUTTHEAD #5616,,,Very Short,Mustache Brown,Band Shirt,Dark Brown,Sand,,Rainbow,,
5617,BUTTHEAD #5617,,,Punk Red,Scruff Black,Denim Jacket Sheep,Brown,Pastel Green,,,,
5618,BUTTHEAD #5618,Top Hat,,Mullet Blonde,,Jeans Jacket,Dark Brown,Magenta,Las Vegas,,,
5619,BUTTHEAD #5619,,Headphones,Short,,T-Shirt Inkwell,Brown with tattoos,Pastel Green,,,,
5620,BUTTHEAD #5620,,Triple Earring,Bowl Colorful,,T-Shirt with Suspenders,Light,Magenta,Insect,,,
5621,BUTTHEAD #5621,Beanie Red,,20s,,Desert Jacket,White,Grey,,,,
5622,BUTTHEAD #5622,Hat Beige,,Nick Bowl Brown,,Western Cowboy Jacket,Light,Grey,Speed,Bubble Gum,,
5623,BUTTHEAD #5623,Bear,,Short,,Bathrobe,Dark Brown with tattoos,Gradient,,Pipe,,
5624,BUTTHEAD #5624,Crown,Headphones,Very Short,Scruff Black,T-Shirt Inkwell,Brown,Grey,Pineapple,,,
5625,BUTTHEAD #5625,Flower Crown,,Dreads Brown,,Desert Jacket,White,Pastel Green,Sweets,,,
